,Type,Modèle,Marque,Kilométrage,État,Première main,Origine,Année-Modèle,Nombre de portes,Secteur,Name,Price,Power,Gear,Fuel
145,"Voitures d'occasion, à vendre",Kangoo,Renault,180 000 - 189 999,,,,2001,,,Renault,Prix non spécifié,6 CV,,Diesel
146,"Voitures d'occasion, à vendre",Sandero,Dacia,25 000 - 29 999,Très bon,Non,WW au Maroc,2009,5,,dacia ,67 000 DH,6 CV,Manuelle,Diesel
147,"Voitures d'occasion, à vendre",Classe C,Mercedes-Benz,300 000 - 349 999,Excellent,Non,Dédouanée,2021,5,,Mercedes C220,117 000 DH,9 CV,Automatique,Diesel
148,"Voitures d'occasion, à vendre",Caddy,Volkswagen,250 000 - 299 999,Très bon,Non,Dédouanée,2007,5,,Volkswagen caddy 1.9L,105 000 DH,8 CV,Manuelle,Diesel
149,"Voitures d'occasion, à vendre",Uno,Fiat,0 - 4 999,Bon,,,1996,,,Fiat Uno,27 000 DH,,,Essence
150,"Voitures d'occasion, à vendre",Duster,Dacia,10 000 - 14 999,Très bon,Oui,WW au Maroc,2017,5,,Dacia,115 000 DH,7 CV,Manuelle,Diesel
151,"Voitures d'occasion, à vendre",Serie 3,BMW,160 000 - 169 999,Excellent,Non,WW au Maroc,2016,5,Hassan,bmw 318 d ,220 000 DH,8 CV,Automatique,Diesel
152,"Voitures d'occasion, à vendre",301,Peugeot,190 000 - 199 999,Très bon,Non,WW au Maroc,2015,5,M'Hamid,Peugeot 301,85 000 DH,6 CV,Manuelle,Diesel
153,"Voitures d'occasion, à vendre",Captur,Renault,130 000 - 139 999,,,WW au Maroc,2013,5,,Renault captur ,Prix non spécifié,6 CV,Manuelle,Diesel
154,"Voitures d'occasion, à vendre",i 30,Hyundai,140 000 - 149 999,Très bon,,WW au Maroc,2015,5,,hyundai i30 ,135 000 DH,6 CV,Automatique,Diesel
155,"Voitures d'occasion, à vendre",Velar,Land Rover,95 000 - 99 999,Excellent,Non,WW au Maroc,2018,5,Californie,VELAR D240 R Dynamic BlackEdition,462 000 DH,8 CV,Automatique,Diesel
156,"Voitures d'occasion, à vendre",sandero_streetway,Dacia,15 000 - 19 999,6,Non,WW au Maroc,2016,5,Toute la ville,Dacia,Prix non spécifié,6 CV,Manuelle,Diesel
157,"Voitures d'occasion, à vendre",Tiguan,Volkswagen,150 000 - 159 999,Excellent,Oui,Dédouanée,2019,5,Agadir Oufella,Volkswagen Tiguan R-LINE,Prix non spécifié,8 CV,Automatique,Diesel
158,"Voitures d'occasion, à vendre",Classe C,Mercedes-Benz,100 000 - 109 999,Excellent,,Importée neuve,2019,5,Hassan,c 220 designo ,Prix non spécifié,8 CV,Automatique,Diesel
159,"Voitures d'occasion, à vendre",Clio,Renault,45 000 - 49 999,Excellent,Oui,WW au Maroc,2018,5,,clio 4 Bon état 2018,Prix non spécifié,6 CV,Manuelle,Essence
160,"Voitures d'occasion, à vendre",Serie 5,BMW,190 000 - 199 999,Très bon,Non,Importée neuve,2012,5,Anfa,BMW 530 ,150 000 DH,12 CV,Automatique,Diesel
161,"Voitures d'occasion, à vendre",GOLF 8,Volkswagen,20 000 - 24 999,Excellent,,Importée neuve,2021,5,,Golf 8 r line,410 000 DH,8 CV,Automatique,Diesel
162,"Voitures d'occasion, à vendre",Touareg,Volkswagen,200 000 - 249 999,Très bon,Non,WW au Maroc,2013,5,,Volkswagen Touareg,117 000 DH,12 CV,Automatique,Diesel
163,"Voitures d'occasion, à vendre",Range Rover,Land Rover,190 000 - 199 999,,,WW au Maroc,2014,5,Port Tanger ville,Range Rover sport hse ,Prix non spécifié,12 CV,Automatique,Diesel
164,"Voitures d'occasion, à vendre",doblo_panorama,Fiat,40 000 - 44 999,Très bon,Oui,WW au Maroc,2019,5,Saies,fiât Doblo ,Prix non spécifié,6 CV,Manuelle,Diesel
165,"Voitures d'occasion, à vendre",TIPO,Fiat,35 000 - 39 999,Très bon,Oui,WW au Maroc,2019,5,,fiat tipo ,Prix non spécifié,5 CV,Manuelle,Diesel
166,"Voitures d'occasion, à vendre",301,Peugeot,120 000 - 129 999,Très bon,Oui,WW au Maroc,2017,5,,Peugeot 301,Prix non spécifié,6 CV,Manuelle,Diesel
167,"Voitures d'occasion, à vendre",Megane 3,Renault,250 000 - 299 999,Très bon,Oui,WW au Maroc,2010,5,,Renault Megane,Prix non spécifié,6 CV,Manuelle,Diesel
168,"Voitures d'occasion, à vendre",Classe C,Mercedes-Benz,250 000 - 299 999,Excellent,Oui,Dédouanée,2009,5,Aïn Sebaâ,C220,160 000 DH,9 CV,Manuelle,Diesel
169,"Voitures d'occasion, à vendre",Clio,Renault,15 000 - 19 999,Excellent,Oui,WW au Maroc,2021,5,,Clio 5 Bon état model Fan 2021 ,Prix non spécifié,6 CV,Manuelle,Diesel
170,"Voitures d'occasion, à vendre",Kangoo,Renault,50 000 - 54 999,Excellent,Non,WW au Maroc,2021,5,2 Mars,Renault Kangoo 2021,148 000 DH,6 CV,Manuelle,Diesel
171,"Voitures d'occasion, à vendre",Megane,Renault,120 000 - 129 999,Excellent,Non,WW au Maroc,2018,5,2 Mars,Renault Mégane boîte automatique ,155 000 DH,6 CV,Automatique,Diesel
172,"Voitures d'occasion, à vendre",Cayenne,Porsche,190 000 - 199 999,Bon,Non,WW au Maroc,2012,5,,porsche cayenne ,265 000 DH,12 CV,Automatique,Diesel
173,"Voitures d'occasion, à vendre",Touran,Volkswagen,130 000 - 139 999,Excellent,,Dédouanée,2016,5,Wilaya,Touran Rline 190 ch full options ,300 000 DH,8 CV,Automatique,Diesel
174,"Voitures d'occasion, à vendre",RAPID,Skoda,95 000 - 99 999,Excellent,Oui,WW au Maroc,2017,5,,Skoda spaceback 2017 ,Prix non spécifié,6 CV,Automatique,Diesel
175,"Voitures d'occasion, à vendre",Fiesta,Ford,10 000 - 14 999,Excellent,Oui,WW au Maroc,2019,5,,ford fiesta essence ,132 000 DH,6 CV,Manuelle,Essence
176,"Voitures d'occasion, à vendre",Beetle,Volkswagen,150 000 - 159 999,Très bon,Non,Dédouanée,2014,3,,volkswagen beetle très bon état ,Prix non spécifié,8 CV,Automatique,Diesel
177,"Voitures d'occasion, à vendre",Passat,Volkswagen,65 000 - 69 999,Excellent,Oui,WW au Maroc,2017,5,,passat b8 Bon état model 2017,Prix non spécifié,8 CV,Manuelle,Diesel
178,"Voitures d'occasion, à vendre",Q5,Audi,200 000 - 249 999,Très bon,Non,Dédouanée,2009,5,,Audi q5 Diesel 2009,160 000 DH,8 CV,Automatique,Diesel
179,"Voitures d'occasion, à vendre",Partner,Peugeot,100 000 - 109 999,Excellent,Oui,WW au Maroc,2016,5,Aïn Chock,Peugeot,82 000 DH,6 CV,Manuelle,Diesel
180,"Voitures d'occasion, à vendre",Classe C,Mercedes-Benz,190 000 - 199 999,6,Oui,Dédouanée,2008,5,Marjane 2,mercedes classe c,131 000 DH,8 CV,Automatique,Diesel
181,"Voitures d'occasion, à vendre",GOLF 6,Volkswagen,180 000 - 189 999,Très bon,Non,Dédouanée,2012,5,Autre secteur,Volkswagen golf 6,132 000 DH,6 CV,Automatique,Diesel
182,"Voitures d'occasion, à vendre",Corolla,Toyota,140 000 - 149 999,Très bon,Oui,WW au Maroc,2015,5,Autre secteur,toyota corolla millenium,132 000 DH,6 CV,Manuelle,Diesel
183,"Voitures d'occasion, à vendre",Range Rover Sport,Land Rover,65 000 - 69 999,Excellent,Oui,Dédouanée,2019,5,,rong rover sport 2019 diwana 2019,Prix non spécifié,8 CV,Automatique,Diesel
184,"Voitures d'occasion, à vendre",MOKKA,Opel,0 - 4 999,6,Non,WW au Maroc,2023,5,Hay Al Hassani,Opel Mokka Marrakech,Prix non spécifié,7 CV,Automatique,Essence
185,"Voitures d'occasion, à vendre",220,Mercedes-Benz,0 - 4 999,Excellent,Non,Dédouanée,2013,5,Safir,C220 ded 2019,Prix non spécifié,12 CV,Automatique,Diesel
186,"Voitures d'occasion, à vendre",Touran,Volkswagen,20 000 - 24 999,Très bon,Non,Dédouanée,2010,5,,Volkswagen,145 000 DH,7 CV,Automatique,Diesel
187,"Voitures d'occasion, à vendre",Corsa,Opel,250 000 - 299 999,Très bon,Non,WW au Maroc,2000,5,,opel corsa très bon état ,35 000 DH,6 CV,Manuelle,Essence
188,"Voitures d'occasion, à vendre",GOLF 6,Volkswagen,25 000 - 29 999,Très bon,Oui,Dédouanée,2012,5,Toute la ville,Golf 6 Gtd,155 000 DH,8 CV,Automatique,Diesel
189,"Voitures d'occasion, à vendre",Clio,Renault,70 000 - 74 999,Très bon,,WW au Maroc,2019,5,Autre secteur,Renaut Clio Diesel 1.5 DCI,125 000 DH,6 CV,Manuelle,Diesel
190,"Voitures d'occasion, à vendre",CR-V,Honda,110 000 - 119 999,Bon,,,2008,5,,Honda CRV,75 000 DH,,Automatique,Essence
191,"Voitures d'occasion, à vendre",X5,BMW,170 000 - 179 999,Très bon,Non,WW au Maroc,2015,5,,BMW x5,269 000 DH,9 CV,Automatique,Diesel
192,"Voitures d'occasion, à vendre",Clio,Renault,130 000 - 139 999,Très bon,,WW au Maroc,2017,5,Toute la ville,Renault,97 000 DH,6 CV,Manuelle,Diesel
193,"Voitures d'occasion, à vendre",i 30,Hyundai,130 000 - 139 999,Très bon,,WW au Maroc,2012,5,Autre secteur,HYUNDAI I30,93 000 DH,6 CV,Manuelle,Diesel
194,"Voitures d'occasion, à vendre",Clio,Renault,80 000 - 84 999,Excellent,Oui,WW au Maroc,2019,5,,Renault Clio 4 tt options ,Prix non spécifié,6 CV,Manuelle,Diesel
195,"Voitures d'occasion, à vendre",Sportage,Kia,130 000 - 139 999,Très bon,,,2015,,,kia ,142 000 DH,7 CV,Manuelle,Diesel
196,"Voitures d'occasion, à vendre",RAPID,Skoda,70 000 - 74 999,Excellent,Non,WW au Maroc,2017,5,Guéliz,Skoda,120 000 DH,7 CV,Manuelle,Diesel
197,"Voitures d'occasion, à vendre",Touareg,Volkswagen,180 000 - 189 999,Très bon,,WW au Maroc,2013,5,,TOUAREG PULLMAN ,157 000 DH,12 CV,Automatique,Diesel
198,"Voitures d'occasion, à vendre",3008,Peugeot,95 000 - 99 999,Très bon,Non,WW au Maroc,2017,5,,Peugeot 3008 Automatique ,215 000 DH,8 CV,Automatique,Diesel
199,"Voitures d'occasion, à vendre",Focus,Ford,150 000 - 159 999,Bon,Non,WW au Maroc,2015,5,,FORD FOCUS ,137 000 DH,6 CV,Manuelle,Diesel
200,"Voitures d'occasion, à vendre",X5,BMW,190 000 - 199 999,Très bon,,Dédouanée,2013,5,,BMW X5 7 places full,167 000 DH,12 CV,Automatique,Diesel
201,"Voitures d'occasion, à vendre",Classe GLE,Mercedes-Benz,120 000 - 129 999,Très bon,,WW au Maroc,2017,5,,MERCEDES GLE Coupée ,560 000 DH,12 CV,Automatique,Diesel
202,"Voitures d'occasion, à vendre",Tucson,Hyundai,100 000 - 109 999,Très bon,Oui,WW au Maroc,2017,5,,Tucson full options ,247 000 DH,7 CV,Automatique,Diesel
203,"Voitures d'occasion, à vendre",208,Peugeot,110 000 - 119 999,Très bon,,WW au Maroc,2018,5,Autre secteur,peugeot 208 Diesel 1.6 HDI ,112 000 DH,6 CV,Manuelle,Diesel
204,"Voitures d'occasion, à vendre",Siena,Fiat,45 000 - 49 999,Très bon,Non,WW au Maroc,1998,5,,fiat seina mazout ,34 000 DH,7 CV,Manuelle,Diesel
205,"Voitures d'occasion, à vendre",Classe GLA,Mercedes-Benz,130 000 - 139 999,Très bon,,Importée neuve,2018,5,Centre Ville,Mercedes,320 000 DH,9 CV,Automatique,Diesel
206,"Voitures d'occasion, à vendre",Focus,Ford,250 000 - 299 999,Très bon,,WW au Maroc,2008,5,Narjis,Ford Focus à Fès,77 000 DH,7 CV,Manuelle,Diesel
207,"Voitures d'occasion, à vendre",208,Peugeot,90 000 - 94 999,,,,2017,,,208 white édition ,120 000 DH,,,Diesel
208,"Voitures d'occasion, à vendre",309,Peugeot,0 - 4 999,Très bon,,,1988,,,peugeot 309 essens diouana ,30 000 DH,6 CV,Manuelle,Essence
209,"Voitures d'occasion, à vendre",220,Mercedes-Benz,200 000 - 249 999,Très bon,Non,Dédouanée,2008,5,,c220 AMG ,120 000 DH,9 CV,Automatique,Diesel
210,"Voitures d'occasion, à vendre",Logan,Dacia,70 000 - 74 999,Excellent,Non,WW au Maroc,2020,,Toute la ville,Dacia logan Sefrou,Prix non spécifié,6 CV,Manuelle,Diesel
211,"Voitures d'occasion, à vendre",Autres,Autres,10 000 - 14 999,Excellent,Non,WW au Maroc,2019,5,Oulfa,fiesta ,115 000 DH,6 CV,Manuelle,Essence
212,"Voitures d'occasion, à vendre",Logan,Dacia,15 000 - 19 999,Excellent,Non,WW au Maroc,2007,5,Hay Oued Dahab,Dacia ,46 000 DH,6 CV,Manuelle,Essence
213,"Voitures d'occasion, à vendre",220,Mercedes-Benz,200 000 - 249 999,Excellent,Non,Dédouanée,2008,5,,C220 pack AMG ,135 000 DH,9 CV,Automatique,Diesel
214,"Voitures d'occasion, à vendre",Serie 3,BMW,160 000 - 169 999,Très bon,,WW au Maroc,2014,5,,BMW serie 3 Diesel ,Prix non spécifié,8 CV,Automatique,Diesel
215,"Voitures d'occasion, à vendre",Polo,Volkswagen,80 000 - 84 999,Très bon,Oui,Dédouanée,2019,5,Mozart,Volkswagen polo 1.6 Diesel 2019 ديوانة جديدة,Prix non spécifié,6 CV,Manuelle,Diesel
216,"Voitures d'occasion, à vendre",C5,Citroen,120 000 - 129 999,Très bon,,WW au Maroc,2010,5,Yacoub El Mansour,Citroen,69 000 DH,11 CV,Automatique,Essence
217,"Voitures d'occasion, à vendre",GOLF 8,Volkswagen,40 000 - 44 999,Très bon,Non,Importée neuve,2021,5,Mozart,Volkswagen Golf VIII 2.0 TSI 245ch GTI DSG7,Prix non spécifié,11 CV,Automatique,Essence
218,"Voitures d'occasion, à vendre",Mustang,Ford,50 000 - 54 999,Excellent,Oui,Dédouanée,2020,3,,Ford mustang Essence 2.3L Ecoboost premium 2020 ,350 000 DH,13 CV,Automatique,Essence
219,"Voitures d'occasion, à vendre",Ypsilon,lancia,70 000 - 74 999,Bon,Non,WW au Maroc,2012,5,,lancia ypsilon ,88 000 DH,6 CV,Manuelle,Diesel
220,"Voitures d'occasion, à vendre",Kuga,Ford,100 000 - 109 999,Très bon,Oui,WW au Maroc,2017,5,,Ford Kuga 2.0 TDCi manuel 2017,178 000 DH,8 CV,Manuelle,Diesel
221,"Voitures d'occasion, à vendre",Octavia,Skoda,170 000 - 179 999,Bon,Non,WW au Maroc,2017,5,,SKODA OCTAVIA 2.0 TDi BVA ,158 000 DH,8 CV,Automatique,Diesel
222,"Voitures d'occasion, à vendre",Renegade,Jeep,80 000 - 84 999,Excellent,Oui,WW au Maroc,2019,5,2 Mars,Jeep renegade automatique 6cv neuf ww,178 000 DH,6 CV,Automatique,Diesel
223,"Voitures d'occasion, à vendre",Macan,Porsche,120 000 - 129 999,Très bon,Non,Importée neuve,2016,5,Zone Industrielle Agadir,Porsche macan Diesel 2016,520 000 DH,12 CV,Automatique,Diesel
224,"Voitures d'occasion, à vendre",Clio,Renault,100 000 - 109 999,Excellent,Non,WW au Maroc,2020,5,Hermitage,Clio 4 automatique intense 1er main ww,127 000 DH,6 CV,Automatique,Diesel
225,"Voitures d'occasion, à vendre",Picanto,Kia,75 000 - 79 999,Très bon,Oui,WW au Maroc,2015,5,,Kia Picanto toutes options ,82 000 DH,6 CV,Manuelle,Essence
226,"Voitures d'occasion, à vendre",Crossland X,Opel,55 000 - 59 999,Excellent,Oui,WW au Maroc,2022,5,2 Mars,Opel Crossland X diesel 1er main 6000km,167 000 DH,6 CV,Manuelle,Diesel
227,"Voitures d'occasion, à vendre",Q3,Audi,100 000 - 109 999,Excellent,Oui,WW au Maroc,2016,5,Bourgogne,Audi Q3 automatique s tronic 2l parfait ,252 000 DH,8 CV,Automatique,Diesel
228,"Voitures d'occasion, à vendre",B-Max,Ford,170 000 - 179 999,Très bon,Non,Dédouanée,2014,5,,Ford b max jdida ded 2021,Prix non spécifié,6 CV,Manuelle,Diesel
229,"Voitures d'occasion, à vendre",Velar,Land Rover,90 000 - 94 999,Excellent,Oui,WW au Maroc,2018,5,Aïn Chock,Land Rover Range Rover Velar,Prix non spécifié,12 CV,Automatique,Diesel
230,"Voitures d'occasion, à vendre",GOLF 7,Volkswagen,95 000 - 99 999,Excellent,Oui,WW au Maroc,2018,5,2 Mars,Golf 7 automatique paks GTD particulier ,198 000 DH,8 CV,Automatique,Diesel
231,"Voitures d'occasion, à vendre",Classe C,Mercedes-Benz,190 000 - 199 999,Très bon,Oui,WW au Maroc,2010,3,Hermitage,Mercedes c220 automatique particulier ,108 000 DH,8 CV,Automatique,Diesel
232,"Voitures d'occasion, à vendre",Logan,Dacia,160 000 - 169 999,Très bon,Non,WW au Maroc,2015,5,,dacia logan model 2015/7,73 000 DH,6 CV,Manuelle,Diesel
233,"Voitures d'occasion, à vendre",Ka,Ford,120 000 - 129 999,Très bon,Oui,WW au Maroc,2013,3,Polo,Ford KA essence excellente état neuf,63 000 DH,6 CV,Manuelle,Essence
234,"Voitures d'occasion, à vendre",309,Peugeot,250 000 - 299 999,Bon,Oui,WW au Maroc,1990,5,Quartier des Hôpitaux,Peugeot 309 diesel 7cv bon état ,25 000 DH,7 CV,Manuelle,Diesel
235,"Voitures d'occasion, à vendre",Kangoo,Renault,250 000 - 299 999,Très bon,Non,WW au Maroc,2006,5,,رونو كونغو,59 000 DH,7 CV,Manuelle,Diesel
236,"Voitures d'occasion, à vendre",Clio,Renault,150 000 - 159 999,Excellent,Non,WW au Maroc,2013,5,,Clio compus en excellent état ,55 000 DH,7 CV,Manuelle,Essence
237,"Voitures d'occasion, à vendre",Kuga,Ford,140 000 - 149 999,Excellent,Non,WW au Maroc,2015,5,Bir Rami Est,Ford,152 000 DH,8 CV,Manuelle,Diesel
238,"Voitures d'occasion, à vendre",Kangoo,Renault,190 000 - 199 999,Très bon,,Dédouanée,1999,5,Yacoub El Mansour,Renault,55 000 DH,8 CV,Manuelle,Essence
239,"Voitures d'occasion, à vendre",Grand i10,Hyundai,0 - 4 999,Excellent,Non,WW au Maroc,2023,5,Hay Al Hassani,hyundai G i10,Prix non spécifié,6 CV,Automatique,Essence
240,"Voitures d'occasion, à vendre",Logan,Dacia,15 000 - 19 999,Excellent,Non,WW au Maroc,2022,5,Hay Al Hassani,Voitures d'occasion à Marrakech,Prix non spécifié,6 CV,Manuelle,Diesel
241,"Voitures d'occasion, à vendre",Kuga,Ford,80 000 - 84 999,Excellent,Non,WW au Maroc,2018,5,Toute la ville,Ford,Prix non spécifié,8 CV,Manuelle,Diesel
242,"Voitures d'occasion, à vendre",Renegade,Jeep,20 000 - 24 999,Excellent,,WW au Maroc,2022,5,Souissi,Jeep presque neuve,230 000 DH,6 CV,Manuelle,Diesel
243,"Voitures d'occasion, à vendre",Ceed,Kia,190 000 - 199 999,Excellent,,WW au Maroc,2011,5,Centre Ville,Kia Ceed 2011 Fiable économique élégante TT OPTION,88 000 DH,6 CV,Manuelle,Diesel
244,"Voitures d'occasion, à vendre",A1,Audi,95 000 - 99 999,Excellent,Oui,WW au Maroc,2011,3,,Audi A1 Diesel ,135 000 DH,6 CV,Manuelle,Diesel
245,"Voitures d'occasion, à vendre",Renegade,Jeep,20 000 - 24 999,Excellent,,WW au Maroc,2022,5,Souissi,Jeep presque neuve,230 000 DH,6 CV,Manuelle,Diesel
246,"Voitures d'occasion, à vendre",Ceed,Kia,190 000 - 199 999,Excellent,,WW au Maroc,2011,5,Centre Ville,Kia Ceed 2011 Fiable économique élégante TT OPTION,88 000 DH,6 CV,Manuelle,Diesel
247,"Voitures d'occasion, à vendre",A1,Audi,95 000 - 99 999,Excellent,Oui,WW au Maroc,2011,3,,Audi A1 Diesel ,135 000 DH,6 CV,Manuelle,Diesel
248,"Voitures d'occasion, à vendre",Clio,Renault,200 000 - 249 999,Très bon,Non,WW au Maroc,2008,5,,clio campose ,52 000 DH,7 CV,Manuelle,Essence
249,"Voitures d'occasion, à vendre",Corolla,Toyota,150 000 - 159 999,Correct,,WW au Maroc,2004,5,Abbadi,Toyota,52 000 DH,8 CV,Manuelle,Diesel
250,"Voitures d'occasion, à vendre",country man,mini,140 000 - 149 999,Excellent,Non,,2014,5,Hay el Fath,Country Man,Prix non spécifié,9 CV,Automatique,Essence
251,"Voitures d'occasion, à vendre",Tiguan,Volkswagen,85 000 - 89 999,Excellent,Non,Importée neuve,2018,5,Hamria,Volkswagen,230 000 DH,8 CV,Automatique,Diesel
252,"Voitures d'occasion, à vendre",GOLF 2,Volkswagen,40 000 - 44 999,Excellent,,,1988,,,Volkswagen,35 000 DH,6 CV,Manuelle,Diesel
253,"Voitures d'occasion, à vendre",Qashqai,Nissan,120 000 - 129 999,Excellent,Non,WW au Maroc,2015,5,,Nissan,160 000 DH,6 CV,Manuelle,Diesel
254,"Voitures d'occasion, à vendre",Laguna,Renault,20 000 - 24 999,Bon,,,2002,5,,Renault Laguna ,55 000 DH,7 CV,Manuelle,Diesel
255,"Voitures d'occasion, à vendre",pajero,Mitsubishi,170 000 - 179 999,Très bon,,WW au Maroc,2012,5,Yacoub El Mansour,Mitsubishi,95 000 DH,11 CV,Manuelle,Diesel
256,"Voitures d'occasion, à vendre",Pathfinder,Nissan,400 000 - 449 999,Bon,Oui,WW au Maroc,2009,5,Autre secteur,نيسان باتفايندر ديازال 2009,75 000 DH,10 CV,Manuelle,Diesel
257,"Voitures d'occasion, à vendre",ADAM,Opel,40 000 - 44 999,Très bon,Oui,WW au Maroc,2017,3,Yacoub El Mansour,Opel adam Essence 2017,Prix non spécifié,7 CV,Manuelle,Essence
258,"Voitures d'occasion, à vendre",PASSAT CC,Volkswagen,190 000 - 199 999,Excellent,,WW au Maroc,2015,5,Route de Sefrou,Volkswagen,160 000 DH,8 CV,Manuelle,Diesel
259,"Voitures d'occasion, à vendre",sandero_stepway,Dacia,45 000 - 49 999,Très bon,Non,WW au Maroc,2019,5,,Stepway ,Prix non spécifié,6 CV,Manuelle,Diesel
260,"Voitures d'occasion, à vendre",Astra,Opel,190 000 - 199 999,Très bon,Non,WW au Maroc,2012,5,Hay Salam,Opel astra Diesel 2012,100 000 DH,7 CV,Manuelle,Diesel
261,"Voitures d'occasion, à vendre",301,Peugeot,65 000 - 69 999,6,Oui,WW au Maroc,2020,5,Hay Chmaou,308 full option fin 19 ,123 000 DH,6 CV,Manuelle,Diesel
262,"Voitures d'occasion, à vendre",S90,Volvo,100 000 - 109 999,Très bon,,WW au Maroc,2019,5,,Volvo s90,310 000 DH,8 CV,Automatique,Diesel
263,"Voitures d'occasion, à vendre",a3_sportback,Audi,40 000 - 44 999,Excellent,,Importée neuve,2021,5,Route Ain Chkaf,Audi A3 S-line ,495 000 DH,8 CV,Automatique,Diesel
264,"Voitures d'occasion, à vendre",Duster,Dacia,110 000 - 119 999,Très bon,,WW au Maroc,2016,5,Guich Oudaya,Dacia,128 000 DH,6 CV,Manuelle,Diesel
265,"Voitures d'occasion, à vendre",Serie 7,BMW,190 000 - 199 999,Excellent,Non,Importée neuve,2010,5,,BMW 730d pack M,170 000 DH,12 CV,Automatique,Diesel
266,"Voitures d'occasion, à vendre",EXPRESS,Renault,20 000 - 24 999,6,Non,WW au Maroc,2022,5,Centre,Renault express ,168 000 DH,6 CV,Manuelle,Diesel
267,"Voitures d'occasion, à vendre",301,Peugeot,75 000 - 79 999,6,Oui,,2021,5,,Peugeot 301 ,118 000 DH,6 CV,Manuelle,Diesel
268,"Voitures d'occasion, à vendre",Dokker,Dacia,100 000 - 109 999,Bon,Non,WW au Maroc,2017,5,,Dacia Dokker 2017,113 000 DH,6 CV,Manuelle,Diesel
269,"Voitures d'occasion, à vendre",Sorento,Kia,250 000 - 299 999,,Non,WW au Maroc,2005,5,,sorento ,50 000 DH,10 CV,Manuelle,Diesel
270,"Voitures d'occasion, à vendre",Range Rover Evoque,Land Rover,100 000 - 109 999,Excellent,Non,,2018,,Maamora,Range rover evoque,252 000 DH,8 CV,Automatique,Diesel
271,"Voitures d'occasion, à vendre",Classe GLA,Mercedes-Benz,140 000 - 149 999,Très bon,,Dédouanée,2018,,Hamria,Gla 2018 ,240 000 DH,,Automatique,Diesel
272,"Voitures d'occasion, à vendre",i4,BMW,60 000 - 64 999,Excellent,,Importée neuve,2020,5,Malabata,BMW I3S electrique,340 000 DH,9 CV,Automatique,Electrique
273,"Voitures d'occasion, à vendre",GOLF 7,Volkswagen,45 000 - 49 999,Excellent,Oui,Dédouanée,2020,5,,GOLF 7.5 - CARAT - 43.000 KM - IMPORTÉ,Prix non spécifié,8 CV,Automatique,Diesel
274,"Voitures d'occasion, à vendre",Corolla verso,Toyota,250 000 - 299 999,Excellent,,WW au Maroc,2007,5,Al Maghrib Al Arabi,Toyota,60 000 DH,8 CV,Manuelle,Diesel
275,"Voitures d'occasion, à vendre",Bravo,Fiat,250 000 - 299 999,Bon,Non,Importée neuve,2009,5,,Fiat bravo ,Prix non spécifié,8 CV,Manuelle,Diesel
276,"Voitures d'occasion, à vendre",Tiguan,Volkswagen,170 000 - 179 999,Très bon,Non,Dédouanée,2019,5,Branes 2,Volkswagen tiguan Diesel 2019,362 000 DH,8 CV,Automatique,Diesel
277,"Voitures d'occasion, à vendre",Leon,Seat,100 000 - 109 999,Très bon,Non,WW au Maroc,2018,5,,Seat,134 000 DH,7 CV,Manuelle,Diesel
278,"Voitures d'occasion, à vendre",Grand Cherokee,Jeep,160 000 - 169 999,Excellent,,,2016,,,JEEP GRAND CHEROKEE ,Prix non spécifié,11 CV,Automatique,Diesel
279,"Voitures d'occasion, à vendre",208,Peugeot,85 000 - 89 999,6,Oui,WW au Maroc,2019,5,,Peugeot 208,105 000 DH,6 CV,Manuelle,Diesel
280,"Voitures d'occasion, à vendre",Q5,Audi,45 000 - 49 999,Excellent,Oui,Dédouanée,2018,5,Saniat Rmal,AUDI Q5 Sline ,Prix non spécifié,8 CV,Automatique,Diesel
281,"Voitures d'occasion, à vendre",classe_e_coupe,Mercedes-Benz,110 000 - 119 999,Excellent,Oui,Importée neuve,2017,3,Val Fleuri,MERCEDES BENZ E coupe ,Prix non spécifié,9 CV,Automatique,Diesel
282,"Voitures d'occasion, à vendre",Tiguan,Volkswagen,20 000 - 24 999,Excellent,Oui,Importée neuve,2021,5,Saniat Rmal,Volkswagen tiguan R ,Prix non spécifié,11 CV,Automatique,Essence
283,"Voitures d'occasion, à vendre",Classe E,Mercedes-Benz,200 000 - 249 999,Très bon,,Importée neuve,2012,5,Wifak,Mercedes e220 diesel,172 000 DH,9 CV,Automatique,Diesel
284,"Voitures d'occasion, à vendre",Macan,Porsche,100 000 - 109 999,Excellent,Oui,Importée neuve,2014,5,Saniat Rmal,Porsche macan S,Prix non spécifié,11 CV,Automatique,Diesel
285,"Voitures d'occasion, à vendre",Accord,Honda,140 000 - 149 999,Bon,Non,Dédouanée,2013,5,,Honda Accord à vendre ,89 000 DH,11 CV,Automatique,Essence
286,"Voitures d'occasion, à vendre",Accent,Hyundai,85 000 - 89 999,Excellent,Oui,WW au Maroc,2019,5,,accent très bon état automatique ,140 000 DH,6 CV,Automatique,Diesel
287,"Voitures d'occasion, à vendre",GOLF 4,Volkswagen,5 000 - 9 999,Très bon,Non,Dédouanée,2001,5,,golf 4 2001 diwana 2010,84 000 DH,8 CV,Manuelle,Diesel
288,"Voitures d'occasion, à vendre",Korando,Ssangyong,45 000 - 49 999,Excellent,Oui,WW au Maroc,2014,5,,Ssangyong korando 2014,Prix non spécifié,8 CV,Automatique,Diesel
